"Breach_ID","Risk_Score","Industry","Records_Breached","Breach_Date","Breach_Type","Breach_Source","Location","Risk_Severity"
289,5.8,"Healthcare","40,800","2018-06-30","Identity Theft","Malicious Outsider","United States","Critical"
290,6.6,"Education","27,000","2017-01-07","Identity Theft","Malicious Outsider","United States","Critical"
291,5.7,"Government","34,637","2018-02-02","Identity Theft","Malicious Outsider","United States","Critical"
292,6.6,"Healthcare","25,000","2017-04-18","Identity Theft","Malicious Outsider","Lithuania","Critical"
293,5.7,"Government","30,000","2018-10-04","Identity Theft","Malicious Outsider","United States","Critical"
294,6.6,"Financial","2,26,881","2017-03-01","Identity Theft","Malicious Outsider","United States","Critical"
295,5.7,"Professional Services","31,151","2018-07-06","Identity Theft","Malicious Outsider","United States","Critical"
296,6.6,"Government","20,000","2017-01-06","Existential Data","Malicious Outsider","United States","Critical"
297,5.7,"Healthcare","32,000","2018-10-09","Identity Theft","Malicious Outsider","United States","Critical"
298,6.6,"Healthcare","25,848","2017-06-20","Identity Theft","Malicious Outsider","United States","Critical"
299,5.7,"Retail","33,644","2018-03-15","Identity Theft","Malicious Outsider","United States","Critical"
300,6.6,"Education","22,750","2017-04-07","Identity Theft","Malicious Outsider","United States","Critical"
301,5.7,"Healthcare","30,000","2018-07-29","Identity Theft","Malicious Outsider","United States","Critical"
302,6.6,"Technology","26,000","2017-09-05","Identity Theft","Malicious Outsider","United States","Critical"
303,5.7,"Other","1,19,000","2018-02-15","Identity Theft","Accidental Loss","United States","Critical"
304,6.6,"Healthcare","24,000","2017-12-08","Identity Theft","Malicious Outsider","United States","Critical"
305,5.7,"Retail","40,000","2018-02-01","Financial Access","Malicious Outsider","United Kingdom","Critical"
306,6.6,"Entertainment","2,00,000","2017-01-01","Identity Theft","Accidental Loss","United States","Critical"
307,5.7,"Hospitality","34,000","2018-08-07","Identity Theft","Malicious Outsider","United Kingdom","Critical"
308,6.5,"Government","19,000","2017-03-14","Identity Theft","Malicious Outsider","United States","Critical"
309,5.7,"Healthcare","33,821","2018-03-30","Identity Theft","Malicious Outsider","United States","Critical"
310,6.5,"Healthcare","19,000","2017-01-03","Identity Theft","Malicious Outsider","United States","Critical"
311,5.7,"Healthcare","35,136","2018-01-11","Identity Theft","Malicious Outsider","United States","Critical"
312,6.5,"Healthcare","20,500","2017-02-26","Identity Theft","Malicious Outsider","Canada","Critical"
313,5.7,"Entertainment","45,120","2018-04-16","Financial Access","Malicious Outsider","United States","Critical"
314,6.5,"Healthcare","15,000","2017-05-31","Existential Data","Malicious Outsider","United States","Critical"
315,5.7,"Healthcare","33,420","2018-01-23","Identity Theft","Malicious Outsider","United States","Critical"
316,6.5,"Healthcare","22,000","2017-08-08","Identity Theft","Malicious Outsider","United States","Critical"
317,5.7,"Healthcare","30,799","2018-01-30","Identity Theft","Malicious Outsider","United States","Critical"
318,6.5,"Retail","26,000","2017-05-09","Financial Access","Malicious Outsider","United Kingdom","Critical"
319,5.7,"Education","1,39,810","2018-01-31","Identity Theft","Accidental Loss","United States","Critical"
320,6.5,"Healthcare","29,000","2017-10-02","Identity Theft","Malicious Insider","United States","Critical"
321,5.7,"Hospitality","27,997","2018-03-06","Identity Theft","Malicious Outsider","United States","Critical"
322,6.5,"Healthcare","19,727","2017-04-04","Identity Theft","Malicious Outsider","United States","Critical"
323,5.7,"Industrial","30,000","2018-02-01","Identity Theft","Malicious Outsider","United States","Critical"
324,6.5,"Government","28,434","2017-12-04","Identity Theft","Malicious Insider","United States","Critical"
325,5.6,"Financial","1,04,649","2018-07-11","Identity Theft","Lost Device","United States","Critical"
326,6.5,"Healthcare","24,000","2017-01-31","Identity Theft","Malicious Insider","United States","Critical"
327,5.6,"Retail","3,453","2018-03-16","Financial Access","Malicious Outsider","United States","Critical"
328,6.5,"Healthcare","18,637","2017-05-15","Identity Theft","Malicious Outsider","United States","Critical"
329,5.6,"Financial","22,661","2018-02-10","Identity Theft","Malicious Outsider","United States","Critical"
330,6.5,"Financial","1,87,788","2017-09-13","Identity Theft","Malicious Outsider","United States","Critical"
331,5.6,"Technology","37,000","2018-08-01","Financial Access","Malicious Outsider","Ireland","Critical"
332,6.5,"Entertainment","18,000","2017-03-30","Identity Theft","Malicious Outsider","United States","Critical"
333,5.6,"Government","36,000","2018-02-23","Identity Theft","Malicious Insider","United States","Critical"
334,6.5,"Healthcare","20,431","2017-02-25","Identity Theft","Malicious Outsider","United States","Critical"
335,5.6,"Retail","36,000","2018-08-30","Financial Access","Malicious Outsider","Brazil","Critical"
336,6.5,"Healthcare","18,500","2017-12-06","Identity Theft","Malicious Outsider","United States","Critical"
337,5.6,"Healthcare","23,020","2018-04-11","Identity Theft","Malicious Outsider","United States","Critical"
338,6.5,"Healthcare","22,000","2017-06-20","Identity Theft","Malicious Outsider","United States","Critical"
339,5.6,"Professional Services","55,000","2018-03-01","Account Access","Malicious Outsider","Australia","Critical"
340,6.4,"Healthcare","15,400","2017-02-13","Identity Theft","Malicious Outsider","United States","Critical"
341,5.6,"Other","55,000","2018-04-18","Account Access","Malicious Outsider","Global","Critical"
342,6.4,"Healthcare","17,000","2017-02-17","Identity Theft","Malicious Outsider","United States","Critical"
343,5.6,"Social Media","30,484","2018-06-08","Financial Access","Malicious Outsider","United States","Critical"
344,6.4,"Healthcare","16,562","2017-08-02","Identity Theft","Malicious Outsider","United States","Critical"
345,5.5,"Government","20,800","2018-10-11","Identity Theft","Malicious Outsider","United States","Critical"
346,6.4,"Healthcare","15,000","2017-05-17","Identity Theft","Malicious Outsider","United States","Critical"
347,5.5,"Healthcare","18,000","2018-03-15","Identity Theft","Malicious Outsider","United States","Critical"
348,6.4,"Education","33,000","2017-05-04","Account Access","Malicious Outsider","United States","Critical"
349,5.5,"Financial","1,00,000","2018-01-02","Financial Access","Accidental Loss","United States","Critical"
350,6.4,"Financial","31,800","2017-06-30","Account Access","Malicious Outsider","South Korea","Critical"
351,5.5,"Other","18,785","2018-02-16","Identity Theft","Malicious Outsider","United States","Critical"
352,6.4,"Government","16,659","2017-05-23","Identity Theft","Malicious Outsider","United States","Critical"
353,5.5,"Government","28,000","2018-08-11","Financial Access","Malicious Outsider","United States","Critical"
354,6.4,"Healthcare","17,090","2017-03-23","Identity Theft","Malicious Outsider","United States","Critical"
355,5.5,"Healthcare","20,000","2018-08-13","Identity Theft","Malicious Outsider","United States","Critical"
356,6.4,"Healthcare","16,428","2017-09-13","Identity Theft","Malicious Outsider","United States","Critical"
357,5.5,"Healthcare","21,311","2018-03-07","Identity Theft","Malicious Outsider","United States","Critical"
358,6.4,"Education","14,000","2017-04-20","Identity Theft","Malicious Outsider","United States","Critical"
359,5.5,"Healthcare","18,500","2018-03-15","Identity Theft","Malicious Outsider","United States","Critical"
360,6.4,"Healthcare","16,747","2017-12-08","Identity Theft","Malicious Outsider","United States","Critical"
361,5.5,"Education","37,000","2018-05-25","Account Access","Malicious Outsider","United States","Critical"
362,6.4,"Healthcare","17,037","2017-01-25","Identity Theft","Malicious Outsider","United States","Critical"
363,5.5,"Healthcare","19,807","2018-04-03","Identity Theft","Malicious Outsider","United States","Critical"
364,6.4,"Healthcare","34,100","2017-05-09","Identity Theft","Malicious Outsider","United States","Critical"
365,5.5,"Other","20,000","2018-08-22","Identity Theft","Malicious Outsider","Canada","Critical"
366,6.4,"Healthcare","15,212","2017-09-01","Identity Theft","Malicious Outsider","United States","Critical"
367,5.5,"Insurance","20,015","2018-04-23","Identity Theft","Malicious Outsider","United States","Critical"
368,6.3,"Government","1,00,000","2017-02-07","Identity Theft","Accidental Loss","United States","Critical"
369,5.5,"Industrial","19,320","2018-08-30","Identity Theft","Malicious Outsider","United States","Critical"
370,6.3,"Hospitality","1,00,000","2017-08-07","Identity Theft","Accidental Loss","Netherlands","Critical"
371,5.5,"Government","37,500","2018-09-10","Account Access","Malicious Outsider","Italy","Critical"
372,6.3,"Healthcare","11,707","2017-02-09","Identity Theft","Malicious Outsider","United States","Critical"
373,5.5,"Healthcare","20,371","2018-09-18","Identity Theft","Malicious Outsider","United States","Critical"
374,6.3,"Healthcare","13,861","2017-03-06","Identity Theft","Malicious Outsider","United States","Critical"
375,5.4,"Healthcare","15,552","2018-03-09","Identity Theft","Malicious Outsider","United States","Critical"
376,6.3,"Healthcare","17,634","2017-03-17","Financial Access","Malicious Outsider","United States","Critical"
377,5.4,"Healthcare","14,329","2018-10-05","Identity Theft","Malicious Outsider","United States","Critical"
378,6.3,"Healthcare","11,798","2017-09-07","Identity Theft","Malicious Outsider","United States","Critical"
379,5.4,"Healthcare","63,627","2018-02-14","Identity Theft","Accidental Loss","United States","Critical"
380,6.3,"Healthcare","51,232","2017-09-08","Nuisance","Malicious Outsider","United States","Critical"
381,5.4,"Healthcare","16,429","2018-02-15","Identity Theft","Malicious Outsider","United States","Critical"
382,6.3,"Healthcare","11,368","2017-04-04","Identity Theft","Malicious Outsider","United States","Critical"
383,5.4,"Entertainment","20,000","2018-05-16","Financial Access","Malicious Outsider","Canada","Critical"
384,6.3,"Healthcare","91,800","2017-03-25","Identity Theft","Accidental Loss","United States","Critical"
385,5.4,"Technology","93,000","2018-08-13","Financial Access","Accidental Loss","United States","Critical"
386,6.3,"Healthcare","12,731","2017-02-27","Identity Theft","Malicious Outsider","United States","Critical"
387,5.4,"Education","15,000","2018-01-12","Identity Theft","Malicious Outsider","United States","Critical"
388,6.3,"Healthcare","13,402","2017-04-24","Identity Theft","Malicious Outsider","United States","Critical"
389,5.4,"Government","30,000","2018-12-22","Account Access","Malicious Outsider","Australia","Critical"
390,6.3,"Professional Services","12,789","2017-07-25","Identity Theft","Malicious Outsider","United States","Critical"
391,5.4,"Other","17,500","2018-04-01","Identity Theft","Malicious Outsider","Australia","Critical"
392,6.3,"Government","30,000","2017-04-17","Identity Theft","Malicious Insider","United Kingdom","Critical"
393,5.4,"Retail","28,700","2018-02-27","Account Access","Malicious Outsider","Japan","Critical"
394,6.3,"Government","90,000","2017-08-17","Identity Theft","Accidental Loss","United Kingdom","Critical"
395,5.4,"Healthcare","15,129","2018-08-30","Identity Theft","Malicious Outsider","United States","Critical"
396,6.3,"Healthcare","11,350","2017-10-02","Identity Theft","Malicious Outsider","United States","Critical"
397,5.4,"Healthcare","16,429","2018-04-16","Identity Theft","Malicious Outsider","United States","Critical"
398,6.2,"Healthcare","10,164","2017-01-11","Identity Theft","Malicious Outsider","United States","Critical"
399,5.4,"Healthcare","15,974","2018-09-13","Identity Theft","Malicious Outsider","United States","Critical"
400,6.2,"Healthcare","9,305","2017-12-04","Identity Theft","Malicious Outsider","United States","Critical"
401,5.4,"Healthcare","63,551","2018-01-29","Identity Theft","Accidental Loss","United States","Critical"
402,6.2,"Healthcare","9,129","2017-04-12","Identity Theft","Malicious Outsider","United States","Critical"
403,5.4,"Healthcare","16,055","2018-09-19","Identity Theft","Malicious Outsider","United States","Critical"
404,6.2,"Healthcare","9,000","2017-05-24","Identity Theft","Malicious Outsider","United States","Critical"
405,5.4,"Healthcare","15,995","2018-04-27","Identity Theft","Malicious Outsider","United States","Critical"
406,6.2,"Healthcare","11,000","2017-08-04","Identity Theft","Malicious Outsider","United States","Critical"
407,5.4,"Technology","47,000","2018-07-01","Existential Data","Accidental Loss","United States","Critical"
408,6.2,"Education","9,500","2017-07-09","Identity Theft","Malicious Outsider","United States","Critical"
409,5.4,"Financial","15,000","2018-02-01","Identity Theft","Malicious Outsider","United Kingdom","Critical"
410,6.2,"Government","83,656","2017-12-04","Identity Theft","Accidental Loss","Sweden","Critical"
411,5.4,"Other","16,000","2018-09-30","Identity Theft","Malicious Outsider","United States","Critical"
412,6.2,"Education","3,70,000","2017-05-06","Identity Theft","Accidental Loss","United States","Critical"
413,5.3,"Financial","55,000","2018-03-01","Nuisance","Malicious Outsider","Australia","Critical"
414,6.2,"Education","9,000","2017-04-11","Identity Theft","Malicious Outsider","Canada","Critical"
415,5.3,"Healthcare","12,724","2018-05-03","Identity Theft","Malicious Outsider","United States","Critical"
416,6.2,"Healthcare","9,092","2017-03-17","Identity Theft","Malicious Outsider","United States","Critical"
417,5.3,"Healthcare","70,320","2018-01-02","Financial Access","Accidental Loss","United States","Critical"
418,6.2,"Education","3,25,000","2017-08-04","Nuisance","Accidental Loss","United States","Critical"
419,5.3,"Industrial","60,000","2018-05-16","Nuisance","Malicious Insider","Canada","Critical"
420,6.2,"Professional Services","9,129","2017-04-12","Identity Theft","Malicious Outsider","United States","Critical"
421,5.3,"Government","13,791","2018-04-03","Identity Theft","Malicious Outsider","United States","Critical"
422,6.2,"Technology","20,000","2017-04-19","Identity Theft","Hacktivist","United States","Critical"
